ITEM,Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Anio,Mes,Contrato,Campo,TipoProd,TipoHidrocarburo,PrecioHidrocarburoUSD,PorcRegalia,ProdGravableBlsKpc,VolumenRegaliaBlsKpc,RegaliasCOP,TrmPromedio,RegimenReg
2783,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,39.455,0.2,"2,070.04",414.008,"59,750,155.78","3,657.87",Ley 141 20%
2784,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,39.455,0.12,"2,070.04",248.4048,"35,850,093.94","3,657.87",ARTICULO 39 LEY 756
2785,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,O,39.455,0.08,"2,952.93",236.2344,"34,093,646.3","3,657.87",Ley 756 8% variable
2786,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.4881,0.2,"166,403.98","33,280.796","546,367,045.15","3,657.87",Ley 141 20%
2787,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.4881,0.12,"166,403.98","19,968.4776","327,820,227.28","3,657.87",ARTICULO 39 LEY 756
2788,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,39.455,0.2,"7,523.09","1,504.618","217,148,366.34","3,657.87",Ley 141 20%
2789,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,39.455,0.12,"7,523.09",902.7708,"130,289,020.11","3,657.87",ARTICULO 39 LEY 756
2790,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,O,39.455,0.08,"10,731.75",858.54,"123,905,574.98","3,657.87",Ley 756 8% variable
2791,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,LLA 22,RAMIRIQUI,B,G,2.201,0.064,"41,420.54","2,650.91456","21,342,438.54","3,657.87",Ley 756 8% variable
2792,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,LLA 22,RAMIRIQUI,QB,G,2.201,0.064,845.4,54.1056,"435,602.64","3,657.87",Ley 756 8% variable
2793,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,LLA 22,RAMIRIQUI,B,O,30.9631,0.08,"26,730.56","2,138.4448","242,198,108.04","3,657.87",Ley 756 8% variable
2794,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,LLA 26,RUMBA,B,O,32.3767,0.08,"26,041.14","2,083.2912","246,723,676","3,657.87",Ley 756 8% variable
2795,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,RECETOR,CUPIAGUA LIRIA,QB,G,4.656,0.2,"5,218.02","1,043.604","17,773,664.01","3,657.87",Ley 141 20%
2796,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,RECETOR,CUPIAGUA LIRIA,QB,G,4.656,0.12,"5,218.02",626.1624,"10,664,198.58","3,657.87",ARTICULO 39 LEY 756
2797,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,RECETOR,CUPIAGUA LIRIA,B,O,40.8324,0.2,"71,398.8","14,279.76","2,132,819,397.89","3,657.87",Ley 141 20%
2798,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,RECETOR,CUPIAGUA LIRIA,B,O,40.8324,0.12,"71,398.8","8,567.856","1,279,691,639.16","3,657.87",ARTICULO 39 LEY 756
2799,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,RÍO CHITAMENA,CUSIANA,B,G,4.1714,0.2,"115,992.56","23,198.512","353,973,078.24","3,657.87",Ley 141 20%
2800,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,RÍO CHITAMENA,CUSIANA,B,G,4.1714,0.12,"115,992.56","13,919.1072","212,383,847","3,657.87",ARTICULO 39 LEY 756
2801,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,RÍO CHITAMENA,CUSIANA,QB,G,4.1714,0.2,38.94,7.788,"118,832.44","3,657.87",Ley 141 20%
2802,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,RÍO CHITAMENA,CUSIANA,QB,G,4.1714,0.12,38.94,4.6728,"71,299.63","3,657.87",ARTICULO 39 LEY 756
2803,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,RÍO CHITAMENA,CUSIANA,B,O,40.2383,0.2,"6,143.52","1,228.704","180,848,604.49","3,657.87",Ley 141 20%
2804,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,RÍO CHITAMENA,CUSIANA,B,O,40.2383,0.12,"6,143.52",737.2224,"108,509,162.97","3,657.87",ARTICULO 39 LEY 756
2805,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,TAURAMENA,CUSIANA,B,G,4.1714,0.2,"209,961.89","41,992.378","640,738,134.62","3,657.87",Ley 141 20%
2806,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,TAURAMENA,CUSIANA,B,G,4.1714,0.12,"209,961.89","25,195.4268","384,442,880.84","3,657.87",ARTICULO 39 LEY 756
2807,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,TAURAMENA,CUSIANA,QB,G,4.1714,0.2,44.86,8.972,"136,898.38","3,657.87",Ley 141 20%
2808,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,TAURAMENA,CUSIANA,QB,G,4.1714,0.12,44.86,5.3832,"82,139.23","3,657.87",ARTICULO 39 LEY 756
2809,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,TAURAMENA,CUSIANA,B,O,40.2383,0.2,"2,003.28",400.656,"58,971,142.05","3,657.87",Ley 141 20%
2810,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,TAURAMENA,CUSIANA,B,O,40.2383,0.12,"2,003.28",240.3936,"35,382,685.5","3,657.87",ARTICULO 39 LEY 756
2811,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,TAURAMENA,CUSIANA,B,G,4.1714,0.2,"20,959.24","4,191.848","63,961,056.45","3,657.87",Ley 141 20%
2812,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,TAURAMENA,CUSIANA,B,G,4.1714,0.12,"20,959.24","2,515.1088","38,376,634","3,657.87",ARTICULO 39 LEY 756
2813,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,TAURAMENA,CUSIANA,QB,G,4.1714,0.2,5.32,1.064,"16,234.7","3,657.87",Ley 141 20%
2814,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,TAURAMENA,CUSIANA,QB,G,4.1714,0.12,5.32,0.6384,"9,740.99","3,657.87",ARTICULO 39 LEY 756
2815,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,TAURAMENA,CUSIANA,B,O,40.2383,0.2,909.85,181.97,"26,783,522.02","3,657.87",Ley 141 20%
2816,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,TAURAMENA,CUSIANA,B,O,40.2383,0.12,909.85,109.182,"16,070,113.21","3,657.87",ARTICULO 39 LEY 756
2817,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,TAURAMENA,CUSIANA,B,G,4.1714,0.2,"73,811.66","14,762.332","225,250,140.9","3,657.87",Ley 141 20%
2818,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,TAURAMENA,CUSIANA,B,G,4.1714,0.12,"73,811.66","8,857.3992","135,150,084.67","3,657.87",ARTICULO 39 LEY 756
2819,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,TAURAMENA,CUSIANA,QB,G,4.1714,0.2,18.72,3.744,"57,127.45","3,657.87",Ley 141 20%
2820,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,TAURAMENA,CUSIANA,QB,G,4.1714,0.12,18.72,2.2464,"34,276.56","3,657.87",ARTICULO 39 LEY 756
2821,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,TAURAMENA,CUSIANA,B,O,40.2383,0.2,"2,934.07",586.814,"86,371,081.13","3,657.87",Ley 141 20%
2822,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,7,TAURAMENA,CUSIANA,B,O,40.2383,0.12,"2,934.07",352.0884,"51,822,648.87","3,657.87",ARTICULO 39 LEY 756
2823,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,CASANARE,LA GLORIA,B,O,30.0296,0.2,"5,882.02","1,176.404","133,642,879.27","3,783.03",Ley 141 20%
2824,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,CASANARE,LA GLORIA,B,O,30.0296,0.2,583.31,116.662,"13,253,138.49","3,783.03",Ley 141 20%
2825,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,CASANARE,LA GLORIA,B,O,30.0296,0.2,"2,852.78",570.556,"64,816,803.28","3,783.03",Ley 141 20%
2826,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,CUSIANA NORTE,CUSIANA NORTE,B,G,4.0948,0.2,"1,034,521.95","206,904.39","3,205,104,436.76","3,783.03",Ley 141 20%
2827,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,CUSIANA NORTE,CUSIANA NORTE,B,G,4.0948,0.12,"1,034,521.95","124,142.634","1,923,062,662.07","3,783.03",ARTICULO 39 LEY 756
2828,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,CUSIANA NORTE,CUSIANA NORTE,B,O,41.4886,0.2,"7,037.27","1,407.454","220,903,590","3,783.03",Ley 141 20%
2829,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,CUSIANA NORTE,CUSIANA NORTE,B,O,41.4886,0.12,"7,037.27",844.4724,"132,542,154.4","3,783.03",ARTICULO 39 LEY 756
2830,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,CUSIANA NORTE,CUSIANA NORTE,B,G,4.0948,0.2,"14,496.53","2,899.306","44,912,427.54","3,783.03",Ley 141 20%
2831,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,CUSIANA NORTE,CUSIANA NORTE,B,G,4.0948,0.12,"14,496.53","1,739.5836","26,947,456.81","3,783.03",ARTICULO 39 LEY 756
2832,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,CUSIANA NORTE,CUSIANA NORTE,B,O,41.4886,0.2,"2,159.66",431.932,"67,792,857.8","3,783.03",Ley 141 20%
2833,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,CUSIANA NORTE,CUSIANA NORTE,B,O,41.4886,0.12,"2,159.66",259.1592,"40,675,715.04","3,783.03",ARTICULO 39 LEY 756
2834,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4424,0.2,351.49,70.298,"1,181,408.96","3,783.03",Ley 141 20%
2835,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4424,0.12,351.49,42.1788,"708,845.63","3,783.03",ARTICULO 39 LEY 756
2836,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,4.4424,0.090862504,"674,830.45","61,316.784462446805","1,030,473,475.48","3,783.03",Ley 756 8% variable
2837,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4424,0.2,"2,927.95",585.59,"9,841,268.61","3,783.03",Ley 141 20%
2838,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4424,0.12,"2,927.95",351.354,"5,904,761.33","3,783.03",ARTICULO 39 LEY 756
2839,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QI,G,4.4424,0.090862504,"1,311.45",119.1616308708,"2,002,598.35","3,783.03",Ley 756 8% variable
2840,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,42.6854,0.2,"6,684.03","1,336.806","215,867,630.77","3,783.03",Ley 141 20%
2841,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,42.6854,0.12,"6,684.03",802.0836,"129,520,579.04","3,783.03",ARTICULO 39 LEY 756
2842,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,42.6854,0.08,"6,747.72",539.8176,"87,169,826.31","3,783.03",Ley 756 8% variable
2843,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4424,0.2,121.87,24.374,"409,622.89","3,783.03",Ley 141 20%
2844,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4424,0.12,121.87,14.6244,"245,773.76","3,783.03",ARTICULO 39 LEY 756
2845,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,4.4424,0.090862504,"233,967.59","21,258.88108224536","357,271,067.9","3,783.03",Ley 756 8% variable
2846,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4424,0.2,"1,014.79",202.958,"3,410,857.4","3,783.03",Ley 141 20%
2847,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4424,0.12,"1,014.79",121.7748,"2,046,514.71","3,783.03",ARTICULO 39 LEY 756
2848,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QI,G,4.4424,0.090862504,454.69,41.31427194376,"694,316.48","3,783.03",Ley 756 8% variable
2849,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,42.6854,0.2,"2,453.15",490.63,"79,227,004.42","3,783.03",Ley 141 20%
2850,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,42.6854,0.12,"2,453.15",294.378,"47,536,203.23","3,783.03",ARTICULO 39 LEY 756
2851,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,42.6854,0.08,"2,476.53",198.1224,"31,992,834.42","3,783.03",Ley 756 8% variable
2852,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4424,0.2,154.55,30.91,"519,465.01","3,783.03",Ley 141 20%
2853,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4424,0.12,154.55,18.546,"311,679.11","3,783.03",ARTICULO 39 LEY 756
2854,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,4.4424,0.090862504,"296,713.99","26,960.17610323096","453,085,506.87","3,783.03",Ley 756 8% variable
2855,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4424,0.2,"1,287.4",257.48,"4,327,139.91","3,783.03",Ley 141 20%
2856,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4424,0.12,"1,287.4",154.488,"2,596,284","3,783.03",ARTICULO 39 LEY 756
2857,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QI,G,4.4424,0.090862504,576.62,52.39313705648,"880,505.02","3,783.03",Ley 756 8% variable
2858,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,42.6854,0.2,"7,668.34","1,533.668","247,656,936.35","3,783.03",Ley 141 20%
2859,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,42.6854,0.12,"7,668.34",920.2008,"148,594,162.07","3,783.03",ARTICULO 39 LEY 756
2860,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,42.6854,0.08,"7,741.42",619.3136,"100,006,851.93","3,783.03",Ley 756 8% variable
2861,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4424,0.2,15.32,3.064,"51,492.39","3,783.03",Ley 141 20%
2862,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4424,0.12,15.32,1.8384,"30,895.66","3,783.03",ARTICULO 39 LEY 756
2863,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,4.4424,0.090862504,"29,406.38","2,671.93732037552","44,903,863.63","3,783.03",Ley 756 8% variable
2864,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4424,0.2,144.33,28.866,"485,114.18","3,783.03",Ley 141 20%
2865,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4424,0.12,144.33,17.3196,"291,068.57","3,783.03",ARTICULO 39 LEY 756
2866,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QI,G,4.4424,0.090862504,57.15,5.1927921036,"87,268.53","3,783.03",Ley 756 8% variable
2867,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,42.6854,0.2,451.67,90.334,"14,587,147.76","3,783.03",Ley 141 20%
2868,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,42.6854,0.12,451.67,54.2004,"8,752,288.66","3,783.03",ARTICULO 39 LEY 756
2869,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,42.6854,0.08,455.97,36.4776,"5,890,408","3,783.03",Ley 756 8% variable
2870,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4424,0.2,"1,822.03",364.406,"6,124,109.27","3,783.03",Ley 141 20%
2871,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4424,0.12,"1,822.03",218.6436,"3,674,465.84","3,783.03",ARTICULO 39 LEY 756
2872,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,4.4424,0.090862504,"3,498,106.59","317,846.72402630135","5,341,647,010.96","3,783.03",Ley 756 8% variable
2873,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4424,0.2,"15,462.85","3,092.57","51,972,903.54","3,783.03",Ley 141 20%
2874,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4424,0.12,"15,462.85","1,855.542","31,183,742.44","3,783.03",ARTICULO 39 LEY 756
2875,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QI,G,4.4424,0.090862504,"6,798.13",617.6951143175199,"10,380,818.81","3,783.03",Ley 756 8% variable
2876,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,42.6854,0.2,"32,897.35","6,579.47","1,062,453,793.67","3,783.03",Ley 141 20%
2877,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,42.6854,0.12,"32,897.35","3,947.682","637,472,276.63","3,783.03",ARTICULO 39 LEY 756
2878,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,42.6854,0.08,"33,210.85","2,656.868","429,031,439.5","3,783.03",Ley 756 8% variable
2879,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4424,0.2,36.84,7.368,"123,824.07","3,783.03",Ley 141 20%
2880,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,4.4424,0.12,36.84,4.4208,"74,294.78","3,783.03",ARTICULO 39 LEY 756
2881,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,4.4424,0.090862504,"70,732.64","6,426.944784930561","108,009,514.65","3,783.03",Ley 756 8% variable
2882,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4424,0.2,306.79,61.358,"1,031,165.78","3,783.03",Ley 141 20%
2883,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QB,G,4.4424,0.12,306.79,36.8148,"618,699.68","3,783.03",ARTICULO 39 LEY 756
2884,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,QI,G,4.4424,0.090862504,137.46,12.48995979984,"209,902.73","3,783.03",Ley 756 8% variable
2885,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,42.6854,0.2,603.65,120.73,"19,495,497.72","3,783.03",Ley 141 20%
2886,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,42.6854,0.12,603.65,72.438,"11,697,299.02","3,783.03",ARTICULO 39 LEY 756
2887,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,42.6854,0.08,609.39,48.7512,"7,872,350.65","3,783.03",Ley 756 8% variable
2888,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,G,4.4424,0.064,"122,602.48","7,846.55872","131,867,166.55","3,783.03",Ley 756 8% variable
2889,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,QI,G,4.4424,0.064,181.12,11.59168,"194,806.64","3,783.03",Ley 756 8% variable
2890,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2020,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,G,4.4424,0.064,"343,079.16","21,957.06624","369,004,581.01","3,783.03",Ley 756 8% variable
